studentId,mean_proficiency_2017,mean_proficiency_2018,studentLevel2017,studentLevel2018
44777,0.9577570093457943,0.9208287762790133,6.0,7.0
44783,0.9493457943925234,0.9693158342447442,6.0,7.0
44784,0.9901315789473684,1.0068741407324084,5.0,6.0
44807,1.0355140186915888,1.005407704459837,6.0,7.0
44809,0.934392523364486,0.9094665208409285,6.0,7.0
44810,0.9476635514018692,0.9305504921618666,6.0,7.0
44811,0.9134579439252336,0.8858305991007412,6.0,7.0
44812,0.7816822429906543,0.8415967918337586,6.0,7.0
44814,0.9663551401869159,0.9487787094422165,6.0,7.0
44815,0.9527863777089783,0.9607549056367953,5.0,6.0
44816,0.9693457943925233,0.9307935350589378,6.0,7.0
44817,0.9603738317757009,0.9164540041317293,6.0,7.0
44818,0.9493457943925234,0.9310365779560092,6.0,7.0
44819,0.9398130841121495,0.9148134645764978,6.0,7.0
44820,0.9199999999999999,0.9369911289342568,6.0,7.0
44822,0.9203738317757009,0.876473447563495,6.0,7.0
44823,0.94,0.9494470774091627,6.0,7.0
44824,0.965981308411215,0.9581966217037307,6.0,7.0
44828,0.8702803738317757,0.8183861951634464,6.0,7.0
44830,0.9810371517027865,0.9625671791026122,5.0,6.0
44831,1.0110294117647058,0.9918760154980627,5.0,6.0
44832,0.8553271028037384,0.8765342082877627,6.0,7.0
44833,0.9405607476635514,0.9378417790740066,6.0,7.0
44834,1.012336448598131,0.969741159314619,6.0,7.0
44835,0.9820560747663551,0.9414266618058087,6.0,7.0
44836,1.0044859813084113,1.0011544537610888,6.0,7.0
44837,1.0487850467289719,1.0143395309272087,6.0,7.0
44838,0.9897196261682243,0.966824644549763,6.0,7.0
44839,0.986355140186916,0.9586219467736055,6.0,7.0
44840,1.0121495327102803,1.0016405395552315,6.0,7.0
44841,0.9510280373831776,0.9301859278162596,6.0,7.0
44842,1.003177570093458,0.9900960019443432,6.0,7.0
44843,1.0235514018691587,1.0097824766071213,6.0,7.0
44844,0.9383177570093457,0.9072183740430186,6.0,7.0
44845,1.0381191950464397,1.0020622422197225,5.0,6.0
44846,1.0289719626168223,1.01233442702637,6.0,7.0
44847,0.9545278637770898,0.9371953505811774,5.0,6.0
44848,0.984907120743034,0.9369453818272716,5.0,6.0
44849,1.0474766355140188,1.0359095880422893,6.0,7.0
44850,0.9624613003095975,0.9519435070616173,5.0,6.0
44851,1.026355140186916,1.0051039008384979,6.0,7.0
44852,0.9801869158878505,0.920889537003281,6.0,7.0
44853,0.9439252336448598,0.9623283509539433,6.0,7.0
44854,0.9738317757009346,0.9885162231133795,6.0,7.0
44855,0.9979439252336448,0.9641511726819783,6.0,7.0
44856,0.94,0.9026005589986632,6.0,7.0
44857,0.985981308411215,0.9440393729493256,6.0,7.0
44858,0.9500934579439253,0.8317535545023697,6.0,7.0
44859,0.9951401869158879,1.0075950905334792,6.0,7.0
44860,0.9867289719626169,0.9881516587677726,6.0,7.0
44861,0.9781346749226005,0.9624421947256593,5.0,6.0
44862,0.9407894736842106,0.9393200849893764,5.0,6.0
44863,0.9730841121495326,0.9888807874589864,6.0,7.0
44864,1.0153271028037383,0.9633005225422286,6.0,7.0
44865,1.0241121495327103,0.960991615020051,6.0,7.0
44866,1.0418691588785047,1.0074735690849435,6.0,7.0
44867,1.0138317757009345,0.982926236480739,6.0,7.0
44868,1.0465420560747662,1.0017013002794992,6.0,7.0
44869,0.9555140186915888,0.9327986389597764,6.0,7.0
44871,1.0209345794392524,0.9924656701907886,6.0,7.0
44872,0.9715887850467291,0.9054563130392514,6.0,7.0
44873,1.0609345794392524,1.0682342933527766,6.0,7.0
44874,1.0052336448598131,0.9742374529104387,6.0,7.0
44875,0.9226168224299065,0.920889537003281,6.0,7.0
44876,1.066355140186916,1.089257503949447,6.0,7.0
44877,0.9370093457943924,0.9243528982865477,6.0,7.0
44878,1.0717757009345794,1.0536517195284967,6.0,7.0
44879,1.034018691588785,1.0358488273180215,6.0,7.0
44880,1.0613084112149531,1.0493377081054804,6.0,7.0
44881,1.0201869158878505,0.9924656701907887,6.0,7.0
44882,0.9373831775700934,0.9476242556811276,6.0,7.0
44883,0.9254205607476635,0.8198444525458743,6.0,7.0
44884,0.8045665634674923,0.8405824271966005,5.0,6.0
44885,0.9285990712074303,0.9217597800274966,5.0,6.0
44886,0.9514018691588785,0.9378417790740066,6.0,7.0
44887,1.0151401869158878,1.004010207801677,6.0,7.0
44888,1.0968224299065419,1.0698140721837404,6.0,7.0
44889,0.9622429906542056,0.959533357637623,6.0,7.0
44890,0.9781346749226005,0.9678165229346332,5.0,6.0
44891,0.9900934579439253,0.9391177542836311,6.0,7.0
44892,1.026355140186916,0.9955644671284483,6.0,7.0
44893,0.8889719626168224,0.8025884068538096,6.0,7.0
44895,0.9992523364485981,0.9588649896706769,6.0,7.0
44896,0.9672897196261683,0.9837768866204886,6.0,7.0
44897,0.9529798761609907,0.9172603424571928,5.0,6.0
44898,1.0042990654205608,0.9447077409162716,6.0,7.0
44899,0.9814953271028037,0.993437841779074,6.0,7.0
44900,0.9717757009345794,0.9473204520597887,6.0,7.0
44901,0.9508411214953272,0.908494349252643,6.0,7.0
44902,0.9241486068111455,0.8760154980627421,5.0,6.0
44903,0.954018691588785,0.9226515980070482,6.0,7.0
44904,0.9457943925233645,0.913294446469802,6.0,7.0
44905,0.9071028037383178,0.9386316684894884,6.0,7.0
44906,0.917196261682243,0.8437841779074007,6.0,7.0
44907,0.9745794392523364,0.9623283509539433,6.0,7.0
44908,0.9478504672897197,0.9481711021995383,6.0,7.0
44909,1.0239252336448597,1.0020051039008384,6.0,7.0
44910,0.945607476635514,0.9465913233685745,6.0,7.0
44911,0.9751401869158879,0.962085308056872,6.0,7.0
44912,0.9315887850467289,0.9059423988333941,6.0,7.0
44913,0.9014953271028037,0.8843723417183134,6.0,7.0
44914,0.9587848297213623,0.949506311711036,5.0,6.0
44915,0.8788699690402477,0.8881389826271715,5.0,6.0
44916,1.0261682242990655,0.997083485235144,6.0,7.0
44917,0.936448598130841,0.9784299428849192,6.0,7.0
44918,0.919891640866873,0.8865766779152606,5.0,6.0
44919,0.9071028037383178,0.880787458986511,6.0,7.0
44920,0.9671052631578947,0.9508186476690413,5.0,6.0
44921,0.9252336448598131,0.8381334305504922,6.0,7.0
44922,0.919626168224299,0.9175476971685501,6.0,7.0
44923,0.9191176470588235,0.83427071616048,5.0,6.0
44924,0.9725233644859813,0.9798274395430793,6.0,7.0
44925,0.9827786377708978,0.9605049368828895,5.0,6.0
44926,0.9502803738317758,0.9479280593024668,6.0,7.0
44927,0.9493457943925234,0.9474419735083243,6.0,7.0
44928,1.0398130841121496,1.0501883582452303,6.0,7.0
44929,0.9826168224299066,0.9446469801920039,6.0,7.0
44930,0.954392523364486,0.9385101470409527,6.0,7.0
44931,0.9867289719626169,0.9761210353627416,6.0,7.0
44932,0.9065420560747663,0.8842508202697776,6.0,7.0
44933,0.9534579439252336,0.8894762425568112,6.0,7.0
44934,0.9282242990654206,0.9487787094422167,6.0,7.0
44935,0.9885981308411216,0.9643942155790497,6.0,7.0
44936,0.9634287925696594,0.9370703662042245,5.0,6.0
44938,0.9835514018691589,0.9456191517802892,6.0,7.0
44939,1.0452336448598132,1.0564467128448172,6.0,7.0
44940,0.9979439252336448,0.9631182403694252,6.0,7.0
44941,1.0153271028037383,1.0223599465305626,6.0,7.0
44942,0.8964783281733746,0.9056992875890514,5.0,6.0
44943,0.9976780185758514,0.9853143357080365,5.0,6.0
44944,0.9682662538699691,1.0,5.0,6.0
44946,1.005998452012384,1.001999750031246,5.0,6.0
44947,1.0106424148606812,0.9910011248593925,5.0,6.0
44948,0.9260835913312693,0.945944256967879,5.0,6.0
44949,1.0251547987616099,1.0008123984501938,5.0,6.0
44950,0.9978715170278638,0.97331583552056,5.0,6.0
44951,1.0234133126934983,1.0321834770653668,5.0,6.0
44952,0.9982585139318886,0.9420072490938631,5.0,6.0
44953,0.9976780185758514,0.9590676165479315,5.0,6.0
44954,0.991486068111455,0.9812523434570679,5.0,6.0
44955,1.0170278637770898,0.9732533433320836,5.0,6.0
44956,0.9963235294117647,0.9684414448193976,5.0,6.0
44957,0.9794891640866873,0.9893763279590051,5.0,6.0
44958,0.9547213622291022,0.9820647419072615,5.0,6.0
44959,0.9998065015479876,0.9897512810898638,5.0,6.0
44960,1.0257352941176472,1.013185851768529,5.0,6.0
44961,1.006728971962617,0.9681613804836554,6.0,7.0
44962,1.032314241486068,1.0324334458192725,5.0,6.0
44963,0.9972910216718267,0.9717535308086489,5.0,6.0
44964,0.9659442724458205,0.9683164604424447,5.0,6.0
44965,0.9698142414860681,0.9676290463692039,5.0,6.0
44966,1.0071594427244581,0.9763154605674291,5.0,6.0
44967,1.0160603715170278,1.0163729533808272,5.0,6.0
44968,1.0822368421052633,1.0584301962254719,5.0,6.0
44969,1.0083204334365325,0.9850643669541308,5.0,6.0
44970,0.9738777089783281,0.9609423822022247,5.0,6.0
44971,0.9376934984520124,0.9288838895138107,5.0,6.0
44972,1.0303792569659442,1.0171853518310212,5.0,6.0
44973,0.8498452012383901,0.8605799275090613,5.0,6.0
44975,1.0245743034055728,0.9894388201474816,5.0,6.0
44977,0.9396284829721362,0.9058242719660042,5.0,6.0
44978,0.9729102167182662,0.9098237720284964,5.0,6.0
44979,0.9930340557275541,1.0093113360829897,5.0,6.0
44980,1.009094427244582,0.9667541557305337,5.0,6.0
44981,0.955108359133127,0.9430071241094864,5.0,6.0
44982,0.9251160990712075,0.891451068616423,5.0,6.0
44984,1.020704334365325,0.9966254218222723,5.0,6.0
44985,0.992453560371517,0.9454443194600675,5.0,6.0
44986,0.959171826625387,0.9415073115860517,5.0,6.0
44987,1.0029024767801857,1.008936382952131,5.0,6.0
44988,1.0452786377708978,1.0094363204599426,5.0,6.0
44989,1.0199303405572755,0.9833770778652668,5.0,6.0
44990,1.0265092879256965,0.9845644294463192,5.0,6.0
44991,0.9046052631578947,0.8917635295588051,5.0,6.0
44992,0.999032507739938,0.9573803274590675,5.0,6.0
44993,0.9949690402476781,0.9618797650293713,5.0,6.0
44994,1.026702786377709,0.9800649918760155,5.0,6.0
44995,0.9930340557275541,0.984814398200225,5.0,6.0
44996,1.0448916408668731,1.0303087114110738,5.0,6.0
44997,0.8126934984520124,0.787026621672291,5.0,6.0
44998,1.014125386996904,1.0198100237470316,5.0,6.0
44999,0.9661377708978328,0.9562554680664916,5.0,6.0
45000,0.9899380804953561,1.001999750031246,5.0,6.0
45001,1.0143188854489162,1.0099987501562306,5.0,6.0
45002,0.9837461300309598,0.952880889888764,5.0,6.0
45003,1.0292182662538698,0.9922509686289215,5.0,6.0
