studentId,level,dataSource,is_proficient,proficient_score,school_Elementary A,school_Elementary School B,school_Elementary School E,school_Elementary School F,school_Intermediate School E,school_Middle School A,school_Middle School C,school_Middle School D,school_Middle School F,iready_math,iready_reading,past_proficient_score,subject_math,subject_reading,subject_science,subject_social-studies,subject_music,subject_art,subject_performing-arts,subject_phys-ed,subject_career-prep
44958,6,value_scantronMath,False,0.9888763904511936,False,False,False,False,False,True,False,False,False,0,0,0.9547213622291022,2,2,2,2,0,0,0,0,0
44959,6,value_scantronMath,False,0.994875640544932,False,False,False,False,False,True,False,False,False,0,0,0.9998065015479876,2,2,2,2,0,0,0,0,0
44960,6,value_scantronMath,True,1.032370953630796,False,False,False,False,False,True,False,False,False,0,0,1.025735294117647,2,2,2,2,0,0,0,0,0
44961,7,value_scantronMath,False,0.9840806902418278,False,False,False,False,False,True,False,False,False,0,0,1.006728971962617,2,2,2,2,0,0,0,0,0
44962,6,value_scantronMath,True,1.0389951256092989,False,False,False,False,False,True,False,False,False,0,0,1.0323142414860682,2,2,2,2,0,0,0,0,0
44963,6,value_scantronMath,False,0.9731283589551306,False,False,False,False,False,True,False,False,False,0,0,0.9972910216718266,2,2,2,2,1,0,0,0,0
44964,6,value_scantronMath,False,0.967379077615298,False,False,False,False,False,True,False,False,False,0,0,0.9659442724458204,2,2,2,2,0,0,0,0,0
44965,6,value_scantronMath,False,0.9787526559180104,False,False,False,False,False,True,False,False,False,0,0,0.969814241486068,2,2,2,2,0,0,0,0,0
44966,6,value_scantronMath,False,0.9983752030996124,False,False,False,False,False,True,False,False,False,0,0,1.007159442724458,2,2,2,2,0,0,0,0,0
44967,6,value_scantronMath,True,1.0207474065741784,False,False,False,False,False,True,False,False,False,0,0,1.0160603715170278,2,2,2,2,1,0,0,0,0
44968,6,value_scantronMath,True,1.055368078990126,False,False,False,False,False,True,False,False,False,0,0,1.082236842105263,2,2,2,2,1,0,0,0,0
44969,6,value_scantronMath,True,1.0023747031621049,False,False,False,False,False,True,False,False,False,0,0,1.0083204334365323,2,2,2,2,0,0,0,0,0
44970,6,value_scantronMath,False,0.9627546556680414,False,False,False,False,False,True,False,False,False,0,0,0.973877708978328,2,2,2,2,0,0,0,0,0
44971,6,value_scantronMath,False,0.9331333583302088,False,False,False,False,False,True,False,False,False,0,0,0.9376934984520124,2,2,2,2,0,0,0,0,0
44972,6,value_scantronMath,True,1.0463692038495187,False,False,False,False,False,True,False,False,False,0,0,1.0303792569659442,2,2,2,2,0,0,0,0,0
44973,6,value_scantronMath,False,0.868891388576428,False,False,False,False,False,True,False,False,False,0,0,0.8498452012383901,2,2,2,2,0,0,0,0,0
44975,6,value_scantronMath,True,1.006249218847644,False,False,False,False,False,True,False,False,False,0,0,1.0245743034055728,2,2,2,2,0,0,0,0,0
44977,6,value_scantronMath,False,0.9335083114610672,False,False,False,False,False,True,False,False,False,0,0,0.9396284829721362,2,2,2,2,0,0,0,0,0
44978,6,value_scantronMath,False,0.938132733408324,False,False,False,False,False,True,False,False,False,0,0,0.9729102167182664,2,2,2,2,0,0,0,0,0
44979,6,value_scantronMath,True,1.0231221097362828,False,False,False,False,False,True,False,False,False,0,0,0.9930340557275542,2,2,2,2,0,0,0,0,0
44980,6,value_scantronMath,False,0.9878765154355704,False,False,False,False,False,True,False,False,False,0,0,1.009094427244582,2,2,2,2,0,0,0,0,0
44981,6,value_scantronMath,False,0.9426321709786276,False,False,False,False,False,True,False,False,False,0,0,0.955108359133127,2,2,2,2,0,0,0,0,0
44982,6,value_scantronMath,False,0.9141357330333708,False,False,False,False,False,True,False,False,False,0,0,0.9251160990712074,2,2,2,2,0,0,0,0,0
44983,5,value_scantronMath,False,0.9259688425389468,False,False,False,False,False,True,False,False,False,0,0,0.8763544891640866,3,3,3,3,0,0,0,0,0
44984,6,value_scantronMath,True,1.007499062617173,False,False,False,False,False,True,False,False,False,0,0,1.020704334365325,2,2,2,2,1,0,0,0,0
44985,6,value_scantronMath,False,0.9516310461192352,False,False,False,False,False,True,False,False,False,0,0,0.992453560371517,2,2,2,2,1,0,0,0,0
44986,6,value_scantronMath,False,0.9677540307461568,False,False,False,False,False,True,False,False,False,0,0,0.959171826625387,2,2,2,2,1,0,0,0,0
44987,6,value_scantronMath,True,1.0197475315585551,False,False,False,False,False,True,False,False,False,0,0,1.0029024767801855,2,2,2,2,1,0,0,0,0
44988,6,value_scantronMath,True,1.0481189851268593,False,False,False,False,False,True,False,False,False,0,0,1.0452786377708978,2,2,2,2,0,0,0,0,0
44989,6,value_scantronMath,True,1.0016247969003875,False,False,False,False,False,True,False,False,False,0,0,1.0199303405572755,2,2,2,2,0,0,0,0,0
44990,6,value_scantronMath,False,0.9807524059492564,False,False,False,False,False,True,False,False,False,0,0,1.0265092879256963,2,2,2,2,0,0,0,0,0
44991,6,value_scantronMath,False,0.9005124359455068,False,False,False,False,False,True,False,False,False,0,0,0.9046052631578948,2,2,2,2,1,0,0,0,0
44992,6,value_scantronMath,False,0.9578802649668792,False,False,False,False,False,True,False,False,False,0,0,0.999032507739938,2,2,2,2,1,0,0,0,0
44993,6,value_scantronMath,False,0.9717535308086488,False,False,False,False,False,True,False,False,False,0,0,0.994969040247678,2,2,2,2,0,0,0,0,0
44994,6,value_scantronMath,False,0.9938757655293088,False,False,False,False,False,True,False,False,False,0,0,1.026702786377709,2,2,2,2,0,0,0,0,0
44995,6,value_scantronMath,False,0.990626171728534,False,False,False,False,False,True,False,False,False,0,0,0.9930340557275542,2,2,2,2,0,0,0,0,0
44996,6,value_scantronMath,True,1.0396200474940631,False,False,False,False,False,True,False,False,False,0,0,1.0448916408668731,2,2,2,2,0,0,0,0,0
44997,6,value_scantronMath,False,0.7986501687289089,False,False,False,False,False,True,False,False,False,0,0,0.8126934984520123,2,2,2,2,1,0,0,0,0
44998,6,value_scantronMath,True,1.0358705161854769,False,False,False,False,False,True,False,False,False,0,0,1.014125386996904,2,2,2,2,1,0,0,0,0
44999,6,value_scantronMath,False,0.9612548431446069,False,False,False,False,False,True,False,False,False,0,0,0.9661377708978328,2,2,2,2,0,0,0,0,0
45000,6,value_scantronMath,True,1.0193725784276966,False,False,False,False,False,True,False,False,False,0,0,0.989938080495356,2,2,2,2,0,0,0,0,0
45001,6,value_scantronMath,True,1.0353705786776652,False,False,False,False,False,True,False,False,False,0,0,1.0143188854489165,2,2,2,2,1,0,0,0,0
